customer_id,full_name,national_id_hash,passport_id_hash,date_of_birth,birth_country,birth_city,nationality,residency_country,residency_city,phone_number,email,occupation,employer_name,onboarding_date,account_open_date,account_status,kyc_level,customer_type,monthly_income_try,current_debt_try,pep_flag,sanctions_flag,watchlist_flag
C000249,Zeynep Sahin,3ebe3a485c7c97ab84a2,a0a3799634f58056f468,1975-12-20,TR,Konya,TR,TR,Ankara,+905318207823,zeynep.sahin.922@mail.com,Student,Liman Lojistik Ltd,2022-01-09,2022-03-02,ACTIVE,STANDARD,INDIVIDUAL,21185,66334,0,0,0
C000250,Fatma Celik,09b7317d1880db2044dd,57072f705c0a02e78c45,1979-05-11,TR,Kayseri,TR,TR,Trabzon,+905808164057,fatma.celik.555@mail.com,Nurse,Mavi Ticaret Ltd,2018-05-25,2018-05-31,ACTIVE,STANDARD,INDIVIDUAL,62606,359877,0,0,0
C000251,Mert Karaca,5c8566268b37a96d8573,e5f0d7f3f096e6a6e111,1983-07-28,TR,Ankara,TR,TR,Konya,+905919994577,mert.karaca.481@mail.com,Freelancer,Mavi Teknoloji AS,2022-06-09,2022-07-23,ACTIVE,BASIC,INDIVIDUAL,36271,83150,0,0,0
C000252,Veli Polat,3ca959733c4324b0e240,a4aa68ec3316590f2f78,1976-07-09,TR,Bursa,TR,TR,Konya,+905252682461,veli.polat.243@mail.com,Nurse,Mavi Ticaret Holding,2020-06-27,2020-08-05,ACTIVE,BASIC,INDIVIDUAL,59352,139945,0,0,0
C000253,Emir Polat,3e5f085dd80b9beaf141,7369682a4c097d8fd423,1983-04-25,TR,Istanbul,TR,TR,Kayseri,+905186469318,emir.polat.227@mail.com,Nurse,Liman Yazilim AS,2018-05-14,2018-07-05,ACTIVE,BASIC,INDIVIDUAL,72897,274937,0,0,0
C000254,Buse Ucar,8e68b750e75c11b505a2,acd8dc9e061ed7a20d32,1962-10-05,TR,Kayseri,TR,TR,Trabzon,+905264340678,buse.ucar.708@mail.com,Freelancer,Anadolu Lojistik Grup,2018-03-06,2018-05-04,ACTIVE,STANDARD,INDIVIDUAL,20816,71542,0,0,1
C000255,Emir Karaca,1756d9a2881eb210084f,c8c324c5aec3d7b9ad83,1965-02-15,TR,Gaziantep,TR,TR,Bursa,+905865990557,emir.karaca.82@mail.com,Retired,Delta Saglik Holding,2022-12-21,2023-02-10,ACTIVE,BASIC,INDIVIDUAL,34069,189331,0,0,0
C000256,Elif Yilmaz,7ed2b5ec377a60a72089,eb1323774b831c83f960,1974-01-06,TR,Kayseri,TR,TR,Trabzon,+905518168060,elif.yilmaz.172@mail.com,Student,Zen Lojistik AS,2021-03-26,2021-04-24,DORMANT,STANDARD,INDIVIDUAL,20766,78764,0,0,1
C000257,Hassan Petrov,206e65010ca1edb193e7,2a0ff0047ca92705a840,1996-07-01,QA,Doha,DE,DE,Munich,+491502161555,hassan.petrov.657@mail.com,Freelancer,Mavi Lojistik Grup,2018-05-08,2018-05-27,ACTIVE,BASIC,INDIVIDUAL,43519,277893,0,0,0
C000258,Buse Aslan,6136c92cdfe41419087b,3756bd2c48b9ab42bf93,2000-03-23,TR,Antalya,TR,TR,Gaziantep,+905483035477,buse.aslan.576@mail.com,Software Engineer,Delta Saglik AS,2020-07-18,2020-08-01,DORMANT,ENHANCED,INDIVIDUAL,119769,368706,0,0,0
C000259,Emir Arslan,35bce885c9f664f1467e,432cb6349602ff0468fa,1967-06-20,TR,Kayseri,TR,TR,Konya,+905785666505,emir.arslan.555@mail.com,Software Engineer,Zen Insaat Holding,2019-02-01,2019-03-01,ACTIVE,STANDARD,INDIVIDUAL,94349,246385,0,0,0
C000260,Ali Aydin,e310867358e33094fb78,817c3458c304ff83ae31,2000-01-23,TR,Konya,TR,TR,Gaziantep,+905821980536,ali.aydin.515@mail.com,Sales Specialist,Global Enerji Grup,2020-05-07,2020-05-28,ACTIVE,STANDARD,INDIVIDUAL,62496,310336,0,0,0
C000261,Ayse Yildiz,fcf29a41c3b244ded353,2307999718d7a31af39e,1973-02-14,TR,Adana,TR,TR,Antalya,+905074228315,ayse.yildiz.847@mail.com,Sales Specialist,Nova Lojistik AS,2018-07-01,2018-07-08,ACTIVE,BASIC,INDIVIDUAL,58235,50184,0,0,0
C000262,Mehmet Kaya,ea29d47a2d140c99df53,3c281eee0d289427178e,2003-11-18,TR,Kayseri,TR,TR,Adana,+905582066326,mehmet.kaya.449@mail.com,Software Engineer,Zen Saglik Holding,2020-04-10,2020-04-13,ACTIVE,BASIC,INDIVIDUAL,57782,113180,0,0,0
C000263,Buse Polat,d44dab1db33a0ff045e4,95f5096dec9fcaeda95d,1981-11-16,TR,Adana,TR,TR,Trabzon,+905492647574,buse.polat.242@mail.com,Nurse,Nova Danismanlik Holding,2024-01-23,2024-02-19,ACTIVE,BASIC,INDIVIDUAL,33879,63370,0,0,0
C000264,Zeynep Kaya,34f5a01744fe338ffbc8,9d15587d4e769654c837,2003-03-23,TR,Izmir,TR,TR,Antalya,+905831581567,zeynep.kaya.752@mail.com,Accountant,Delta Insaat Ltd,2024-02-16,2024-03-09,ACTIVE,STANDARD,INDIVIDUAL,81290,128752,0,0,0
C000265,Sara Martin,310fd30c63c2969c91c8,f8a331ec66a70bd544dc,1996-03-27,AZ,Baku,NL,TR,Trabzon,+905327790629,sara.martin.454@mail.com,Teacher,Mavi Saglik Holding,2019-10-20,2019-11-17,ACTIVE,STANDARD,INDIVIDUAL,59861,20771,0,0,0
C000266,Amina Khan,ee468fd71bc7123d9395,a1095f947596ad72831b,1997-06-21,NL,Amsterdam,RU,RU,Moscow,+709417713550,amina.khan.538@mail.com,Nurse,Liman Saglik Holding,2019-05-03,2019-05-08,ACTIVE,STANDARD,INDIVIDUAL,44940,170114,0,0,1
C000267,Deniz Demir,d58f0d4afb903f0e0740,bce9e6a8f37cfcbea79b,1976-12-14,TR,Izmir,TR,TR,Istanbul,+905505927707,deniz.demir.342@mail.com,Nurse,Nova Teknoloji Ltd,2018-02-02,2018-02-27,ACTIVE,BASIC,INDIVIDUAL,35266,202505,0,0,0
C000268,Ceren Ucar,eabe9be1e0cb3754ad9c,42950df265c500729dca,1978-01-11,TR,Izmir,TR,TR,Gaziantep,+905398981041,ceren.ucar.788@mail.com,Nurse,Atlas Insaat AS,2019-06-19,2019-08-06,ACTIVE,BASIC,INDIVIDUAL,62932,221539,0,0,0
C000269,Can Aslan,6ef89642cabaacd0e700,3e8729eabb58e2c775c3,1971-07-10,TR,Ankara,TR,TR,Izmir,+905141125593,can.aslan.379@mail.com,Freelancer,Delta Ticaret Ltd,2024-01-17,2024-02-29,ACTIVE,STANDARD,INDIVIDUAL,106671,2968,0,0,0
C000270,Deniz Eren,eecfe529a354e45fd6f7,ed3d50229e79a1e66865,1977-04-24,TR,Antalya,TR,TR,Trabzon,+905399729764,deniz.eren.584@mail.com,Student,Delta Teknoloji AS,2020-04-24,2020-05-31,ACTIVE,STANDARD,INDIVIDUAL,20840,28096,0,0,0
C000271,Can Cetin,ee19733e22109e659020,38a03b07db9a8ac74020,1977-12-18,TR,Gaziantep,TR,TR,Kayseri,+905334402986,can.cetin.362@mail.com,Software Engineer,Nova Danismanlik Grup,2021-04-19,2021-05-30,ACTIVE,STANDARD,INDIVIDUAL,96063,498193,0,0,0
C000272,Julia Kowalski,a365126361e803dcec0f,592c28766975cfabb46b,1999-01-21,AZ,Baku,NL,TR,Gaziantep,+905701337443,julia.kowalski.546@mail.com,Small Business Owner,Delta Yazilim AS,2020-06-22,2020-07-31,DORMANT,STANDARD,INDIVIDUAL,66441,45646,0,0,0
C000273,Mehmet Aydin,614197ecef2f200619a2,4d2663cc72571a4cf287,1992-07-01,TR,Izmir,TR,TR,Izmir,+905916487469,mehmet.aydin.323@mail.com,Doctor,Nova Lojistik Grup,2018-07-28,2018-08-08,ACTIVE,STANDARD,INDIVIDUAL,98638,127462,0,0,0
C000274,Fatma Aydin,988125e66d4b58534c46,55f60f07ddd66e40fa2d,1984-09-13,TR,Trabzon,TR,TR,Konya,+905991803017,fatma.aydin.879@mail.com,Student,Global Teknoloji Holding,2020-11-28,2021-01-27,ACTIVE,BASIC,INDIVIDUAL,10841,410,0,0,0
C000275,Emma Garcia,91e68d80609b4428f39c,b84cacd08a32fb02f8c9,1989-12-01,QA,Doha,AE,AE,Dubai,+797026977040,emma.garcia.662@mail.com,Teacher,Atlas Insaat Holding,2020-08-02,2020-08-14,ACTIVE,STANDARD,INDIVIDUAL,34254,166581,0,0,0
C000276,Deniz Aksoy,8c73f24bd2b9cb9db468,155bab36335f8e14b600,1979-11-20,TR,Gaziantep,TR,TR,Konya,+905414338339,deniz.aksoy.672@mail.com,Retired,Global Enerji AS,2018-10-13,2018-12-08,ACTIVE,STANDARD,INDIVIDUAL,43206,27033,0,0,0
C000277,John Taylor,d15ba0a7fc114207ccd6,971716c6d171d204c226,1998-04-09,AZ,Baku,DE,TR,Kayseri,+905031150952,john.taylor.273@mail.com,Retired,Nova Saglik AS,2022-07-08,2022-07-18,ACTIVE,ENHANCED,INDIVIDUAL,13000,52934,0,0,0
C000278,Ayse Celik,50693d921990a5da62be,2dc6d9c7321bbd8186d7,1989-09-11,TR,Bursa,TR,TR,Istanbul,+905586150376,ayse.celik.291@mail.com,Teacher,Liman Insaat Grup,2021-05-25,2021-06-08,ACTIVE,STANDARD,INDIVIDUAL,34929,10645,0,0,0
C000279,Sofia Schmidt,2125a0812ab3ed5cc6d8,e2d256302790cb5a82c1,1973-03-28,RU,Moscow,NL,NL,Amsterdam,+785679172170,sofia.schmidt.379@mail.com,Retired,Nova Saglik Grup,2018-05-10,2018-06-09,ACTIVE,STANDARD,INDIVIDUAL,23959,15626,0,0,0
C000280,Elif Dogan,42dea4d4d996bab83e80,dd0d26e04741043ecb5d,1989-12-20,TR,Gaziantep,TR,TR,Trabzon,+905478219008,elif.dogan.340@mail.com,Accountant,Atlas Yazilim Grup,2024-03-10,2024-05-08,ACTIVE,STANDARD,INDIVIDUAL,47110,277161,0,0,0
C000281,Fatma Eren,5cd667d57f6b0f21400b,2ff010b37511ca69a5ce,1987-11-18,TR,Bursa,TR,TR,Adana,+905976690384,fatma.eren.615@mail.com,Nurse,Liman Insaat Grup,2024-02-11,2024-03-17,ACTIVE,ENHANCED,INDIVIDUAL,64503,94556,0,0,0
C000282,Elif Aksoy,dcb43f0ec20aff85cc26,b5c679af738ece4a00ad,1989-07-20,TR,Izmir,TR,TR,Istanbul,+905261794111,elif.aksoy.527@mail.com,Software Engineer,Delta Yazilim Grup,2022-06-15,2022-07-30,ACTIVE,STANDARD,INDIVIDUAL,123178,724414,0,0,0
C000283,Veli Ucar,40503f9bc411c064ba95,bb797d710d1445a4a2b4,1959-08-23,TR,Gaziantep,TR,TR,Ankara,+905956384215,veli.ucar.612@mail.com,Small Business Owner,Nova Danismanlik AS,2024-12-26,2025-01-02,ACTIVE,BASIC,INDIVIDUAL,59044,221606,0,0,0
C000284,Elif Demir,72d80aa64572899c0e9d,6ad54af8589df1093236,1994-08-28,TR,Gaziantep,TR,TR,Kayseri,+905196711519,elif.demir.936@mail.com,Retired,Global Yazilim Grup,2020-08-02,2020-08-16,ACTIVE,ENHANCED,INDIVIDUAL,23100,142770,0,0,0
C000285,Emma Anderson,0e93eacd30f6fece3baf,839b7fd1083e0b82771a,1983-03-23,RU,Moscow,AZ,AZ,Baku,+994775450567,emma.anderson.504@mail.com,Small Business Owner,Global Yazilim Ltd,2021-03-18,2021-05-08,ACTIVE,STANDARD,INDIVIDUAL,86249,332382,0,0,0
C000286,Ece Cetin,f846e368307e1046d412,43b830efe708b5fde7c2,2001-12-23,TR,Gaziantep,TR,TR,Kayseri,+905932213475,ece.cetin.395@mail.com,Sales Specialist,Liman Yazilim Ltd,2019-02-02,2019-03-12,ACTIVE,BASIC,INDIVIDUAL,26839,68036,0,0,0
C000287,Elena Lopez,a9c604857969d44aa76e,254cd294311fa07eaaa0,1977-06-01,DE,Munich,DE,TR,Trabzon,+905021331156,elena.lopez.810@mail.com,Doctor,Anadolu Danismanlik AS,2024-01-09,2024-02-21,ACTIVE,ENHANCED,INDIVIDUAL,135000,462512,0,0,0
C000288,Asli Dogan,39f114b67296b8408b10,1ec7c4b6b2bde5c4d189,2005-04-16,TR,Kayseri,TR,TR,Konya,+905744673287,asli.dogan.773@mail.com,Teacher,Liman Enerji Grup,2018-12-07,2018-12-15,REVIEW,ENHANCED,INDIVIDUAL,44989,173000,0,0,0
C000289,Ayse Eren,7a92ff4368a6a5f75c9b,2cc95266d83dd7ca5039,1975-07-20,TR,Konya,TR,TR,Trabzon,+905229123352,ayse.eren.41@mail.com,Freelancer,Atlas Lojistik AS,2020-03-27,2020-05-26,ACTIVE,ENHANCED,INDIVIDUAL,92031,57958,0,0,0
C000290,Ayse Eren,24bc05cdf2341b9a17ce,bfcf02bb9b8b2ab7cd62,1991-11-18,TR,Ankara,TR,TR,Antalya,+905724091838,ayse.eren.337@mail.com,Small Business Owner,Mavi Lojistik Grup,2020-08-04,2020-09-30,ACTIVE,STANDARD,INDIVIDUAL,68919,60452,0,0,1
C000291,Lucas Petrov,39c69b0bbb9430becc4f,a11d3c61de213722d64d,1999-03-05,NL,Amsterdam,DE,TR,Istanbul,+905663086955,lucas.petrov.114@mail.com,Sales Specialist,Delta Yazilim Ltd,2019-06-21,2019-07-14,ACTIVE,BASIC,INDIVIDUAL,46823,42407,0,0,0
C000292,Ceren Ozdemir,5d145fe430de3345e6a4,9cc12b5ddace6a5798b2,1981-10-09,TR,Trabzon,TR,TR,Kayseri,+905355236730,ceren.ozdemir.584@mail.com,Small Business Owner,Liman Saglik Grup,2024-04-25,2024-05-24,ACTIVE,STANDARD,INDIVIDUAL,34519,92748,0,0,0
C000293,Omer Dogan,09379d0689bebc537a80,9a7503664d1bc2f985e2,1964-02-28,TR,Izmir,TR,TR,Bursa,+905691910791,omer.dogan.659@mail.com,Freelancer,Nova Teknoloji Ltd,2023-10-01,2023-11-11,ACTIVE,BASIC,INDIVIDUAL,58813,283932,0,0,0
C000294,Deniz Bulut,907ae41fbf6f77460d97,d0a6f4138088b5f0929d,1983-11-26,TR,Istanbul,TR,TR,Bursa,+905701175320,deniz.bulut.741@mail.com,Small Business Owner,Zen Yazilim AS,2023-10-10,2023-11-28,ACTIVE,STANDARD,INDIVIDUAL,162492,166858,0,0,0
C000295,Ece Demir,e41c653cd52756f38749,5a846ea6e4cce0365402,2005-08-25,TR,Izmir,TR,TR,Antalya,+905771692626,ece.demir.618@mail.com,Nurse,Mavi Insaat Holding,2019-10-25,2019-12-02,ACTIVE,STANDARD,INDIVIDUAL,76005,310266,0,0,0
C000296,Buse Yilmaz,623e5dc46a50b88c7f92,237a235843d10cdcc29a,1972-04-02,TR,Kayseri,TR,TR,Istanbul,+905525842804,buse.yilmaz.287@mail.com,Retired,Atlas Saglik Holding,2021-03-10,2021-05-07,ACTIVE,STANDARD,INDIVIDUAL,38991,62263,0,0,0
C000297,Fatma Ucar,4f30fae6c7a965728a75,3d6d49de389d67475377,1992-06-17,TR,Antalya,TR,TR,Ankara,+905652461968,fatma.ucar.797@mail.com,Sales Specialist,Anadolu Insaat AS,2018-11-20,2018-12-24,ACTIVE,STANDARD,INDIVIDUAL,57301,241464,0,0,0
C000298,Yusuf Aydin,4cad4ab05562e9543132,d8f8aad94e89ea7337ca,1961-11-07,TR,Izmir,TR,TR,Konya,+905096771953,yusuf.aydin.815@mail.com,Nurse,Liman Enerji Grup,2024-12-08,2024-12-20,ACTIVE,ENHANCED,INDIVIDUAL,63715,27053,0,0,0
C000299,Omer Arslan,a52f5394839eb22a797b,46e2d70d53c42cb8b660,1999-02-24,TR,Istanbul,TR,TR,Antalya,+905452211692,omer.arslan.376@mail.com,Nurse,Nova Enerji AS,2019-02-19,2019-03-14,ACTIVE,STANDARD,INDIVIDUAL,47877,187205,0,0,0
C000300,Nadia Khan,f034536f7b1b94e6675d,14f637253af5c4a57ff3,1993-05-06,QA,Doha,AZ,AZ,Baku,+994725847649,nadia.khan.337@mail.com,Sales Specialist,Atlas Teknoloji Ltd,2021-05-25,2021-07-20,ACTIVE,STANDARD,INDIVIDUAL,69767,358480,0,0,0
C000301,Elif Aksoy,c27dfcde37d34ef3ed37,11c4a521939389289924,1969-08-21,TR,Antalya,TR,TR,Izmir,+905991379973,elif.aksoy.304@mail.com,Software Engineer,Zen Lojistik Grup,2020-06-16,2020-06-26,ACTIVE,STANDARD,INDIVIDUAL,63083,379273,0,0,0
C000302,Buse Dogan,1f30e0bcde8e6da1f1ae,d844d7900e00a67defaa,1998-11-15,TR,Adana,TR,TR,Ankara,+905697413948,buse.dogan.772@mail.com,Student,Zen Insaat Grup,2019-02-05,2019-03-23,ACTIVE,BASIC,INDIVIDUAL,8967,15025,0,0,0
C000303,Can Aydin,f7c115845322ffefd147,1216e9085133706d027e,1975-03-02,TR,Antalya,TR,TR,Trabzon,+905674836469,can.aydin.244@mail.com,Student,Nova Teknoloji Ltd,2024-10-13,2024-11-01,ACTIVE,ENHANCED,INDIVIDUAL,12618,55737,0,0,0
C000304,Derya Yildiz,edc0e304b8126493054a,f8ce60f500de20fce3cf,1995-06-07,TR,Gaziantep,TR,TR,Ankara,+905325728734,derya.yildiz.730@mail.com,Sales Specialist,Nova Danismanlik AS,2019-12-17,2019-12-24,ACTIVE,BASIC,INDIVIDUAL,53876,207283,0,0,0
C000305,Asli Aksoy,60c0a5c421edf9ec5455,f26b6ce11775b79b6ff3,1990-06-05,TR,Izmir,TR,TR,Gaziantep,+905152538075,asli.aksoy.404@mail.com,Software Engineer,Zen Enerji Ltd,2022-07-20,2022-07-26,ACTIVE,ENHANCED,INDIVIDUAL,127296,298693,0,0,0
C000306,Yusuf Aydin,f77d532a52c18cbb87b1,20630b62539981b1044d,1979-04-17,TR,Bursa,TR,TR,Adana,+905514116706,yusuf.aydin.166@mail.com,Retired,Mavi Enerji Ltd,2020-09-17,2020-09-22,ACTIVE,STANDARD,INDIVIDUAL,35956,149769,0,0,1
C000307,Anna Smith,04b356456ab7892c871b,e648eccdb4f76e5a0af5,1958-12-13,DE,Berlin,AE,AE,Dubai,+388466976623,anna.smith.68@mail.com,Teacher,Anadolu Teknoloji AS,2021-02-12,2021-03-24,ACTIVE,STANDARD,INDIVIDUAL,39468,111173,0,0,0
C000308,Zeynep Celik,5be3541f29b37547d4a8,16d31a641b3b46227c41,1976-11-15,TR,Trabzon,TR,TR,Istanbul,+905461536632,zeynep.celik.966@mail.com,Doctor,Global Danismanlik Holding,2019-09-03,2019-09-14,ACTIVE,BASIC,INDIVIDUAL,108999,718031,0,0,0
C000309,Deniz Bulut,2d61ce58381fead1c66d,064cd2dc29eacd25af6a,1971-10-22,TR,Gaziantep,TR,TR,Konya,+905297141563,deniz.bulut.742@mail.com,Small Business Owner,Delta Yazilim Ltd,2018-07-17,2018-08-29,ACTIVE,ENHANCED,INDIVIDUAL,101559,567330,0,0,0
C000310,Can Sahin,d5fd31192a20e50ed27c,c1c6f3a39145d505623c,1972-01-27,TR,Antalya,TR,TR,Trabzon,+905353029296,can.sahin.406@mail.com,Small Business Owner,Delta Yazilim Grup,2022-09-24,2022-11-12,ACTIVE,STANDARD,INDIVIDUAL,123905,249533,0,0,0
C000311,Zeynep Celik,466ee7dd4fbdded4db2f,b596312c77fc20f3967f,1970-07-03,TR,Antalya,TR,TR,Gaziantep,+905785687460,zeynep.celik.225@mail.com,Doctor,Atlas Danismanlik AS,2024-08-01,2024-09-30,ACTIVE,STANDARD,INDIVIDUAL,228987,1077051,0,0,0
C000312,Kerem Acar,850570fa13424416b9a3,0d89addf7a30072302e8,1979-04-19,TR,Konya,TR,TR,Trabzon,+905617678916,kerem.acar.58@mail.com,Nurse,Nova Lojistik AS,2023-06-03,2023-06-24,ACTIVE,STANDARD,INDIVIDUAL,49607,204524,0,0,0
C000313,Kerem Kaya,8bfd842b8df19fb77c8b,b0e65f0a54643b30f7ce,1978-08-05,TR,Ankara,TR,TR,Adana,+905713658089,kerem.kaya.13@mail.com,Sales Specialist,Delta Danismanlik Ltd,2022-10-09,2022-11-24,DORMANT,ENHANCED,INDIVIDUAL,30568,81667,0,0,0
C000314,Ali Sahin,d272cec278835bb1f89d,432361cc30e760370a18,1966-02-14,TR,Ankara,TR,TR,Istanbul,+905254710518,ali.sahin.72@mail.com,Nurse,Mavi Saglik AS,2021-10-23,2021-11-11,ACTIVE,STANDARD,INDIVIDUAL,72074,466451,0,0,0
C000315,Ece Kaya,0f6407d3dc8b483a1c27,3e55cae4d1fd2dd4eac0,1980-02-12,TR,Kayseri,TR,TR,Izmir,+905191843436,ece.kaya.243@mail.com,Software Engineer,Liman Insaat Ltd,2018-09-11,2018-10-18,ACTIVE,STANDARD,INDIVIDUAL,126340,867158,0,0,0
C000316,Omer Aydin,270e8f167406fe3b3a06,0d63c75b1b7edd1dc3ca,1965-08-11,TR,Ankara,TR,TR,Istanbul,+905411036240,omer.aydin.535@mail.com,Software Engineer,Global Lojistik Grup,2021-09-26,2021-11-22,DORMANT,BASIC,INDIVIDUAL,106135,662234,0,0,0
C000317,Ayse Cetin,c7be174b6b1974d89e7d,8bcadf7f41607515949d,1991-03-23,TR,Ankara,TR,TR,Antalya,+905064520856,ayse.cetin.621@mail.com,Sales Specialist,Mavi Enerji Ltd,2023-05-24,2023-06-19,ACTIVE,STANDARD,INDIVIDUAL,52903,302814,0,0,0
C000318,Anna Anderson,6b4fa213085518549243,5f27cf5c75179ea98bbb,1983-01-22,GB,Manchester,AZ,TR,Ankara,+905875838418,anna.anderson.105@mail.com,Accountant,Nova Yazilim Grup,2019-05-12,2019-06-16,ACTIVE,BASIC,INDIVIDUAL,78534,217490,0,0,0
C000319,Yusuf Karaca,e2d119a2def0bb4a50e0,96746189622283f13fc3,1959-04-20,TR,Trabzon,TR,TR,Antalya,+905056258156,yusuf.karaca.227@mail.com,Software Engineer,Anadolu Lojistik AS,2022-10-03,2022-11-08,ACTIVE,STANDARD,INDIVIDUAL,91694,524183,0,0,0
C000320,Emir Polat,7d9c39e6a805357f3695,28d5b40dbc41e7b868d7,1987-10-12,TR,Konya,TR,TR,Bursa,+905525801997,emir.polat.794@mail.com,Software Engineer,Zen Teknoloji Grup,2023-04-15,2023-04-28,ACTIVE,BASIC,INDIVIDUAL,85572,322631,0,0,0
C000321,Mehmet Arslan,db88557c66700c68801d,d1dcee29d3c47341b694,1987-03-07,TR,Trabzon,TR,TR,Izmir,+905603987846,mehmet.arslan.521@mail.com,Teacher,Mavi Saglik AS,2023-10-16,2023-12-06,REVIEW,ENHANCED,INDIVIDUAL,53367,124957,0,0,0
C000322,Ali Sahin,0b39bdc6acdcc25c10ba,42b5cb016a4fd18bf5bc,1998-07-14,TR,Antalya,TR,TR,Izmir,+905595035408,ali.sahin.703@mail.com,Doctor,Atlas Enerji Ltd,2024-06-13,2024-06-18,ACTIVE,STANDARD,INDIVIDUAL,198559,129731,0,0,0
C000323,Kerem Bulut,dd49940b924561ca31bb,ba276813edd1834cd4b7,1963-01-20,TR,Adana,TR,TR,Adana,+905344376887,kerem.bulut.241@mail.com,Teacher,Global Teknoloji Ltd,2024-06-16,2024-08-11,ACTIVE,BASIC,INDIVIDUAL,52778,276921,0,0,0
C000324,Buse Eren,c8bd86a4264a41bf4551,ec491c14fb5e0947301f,1973-07-16,TR,Istanbul,TR,TR,Trabzon,+905792867596,buse.eren.739@mail.com,Freelancer,Delta Danismanlik AS,2023-10-27,2023-11-30,ACTIVE,STANDARD,INDIVIDUAL,36778,147893,0,0,0
C000325,Veli Kaya,b3ce3dddf767cab9c79e,96adc0e6fe959ab21756,1988-11-07,TR,Antalya,TR,TR,Adana,+905544380035,veli.kaya.392@mail.com,Nurse,Global Saglik AS,2020-03-21,2020-05-11,ACTIVE,STANDARD,INDIVIDUAL,76597,8123,0,0,0
C000326,Deniz Polat,e29ed0fc56685860544f,479bee60810cb35cdfd7,1993-09-15,TR,Adana,TR,TR,Izmir,+905569282716,deniz.polat.688@mail.com,Doctor,Mavi Teknoloji Ltd,2022-12-17,2023-02-07,ACTIVE,ENHANCED,INDIVIDUAL,220399,140794,0,0,0
C000327,Mia Rossi,71ccc77d9a7f7f5de94a,d9c321492ae79cbd55d9,2000-02-20,AZ,Baku,DE,DE,Berlin,+491695226300,mia.rossi.659@mail.com,Freelancer,Zen Insaat Grup,2022-10-26,2022-12-23,ACTIVE,ENHANCED,INDIVIDUAL,78259,8944,0,0,0
C000328,Fatma Aydin,130b04c45017878ff817,676851627badbe346d29,2001-03-11,TR,Antalya,TR,TR,Antalya,+905069485635,fatma.aydin.898@mail.com,Student,Anadolu Enerji Holding,2023-06-22,2023-06-24,REVIEW,STANDARD,INDIVIDUAL,5251,18954,0,0,0
C000329,Omer Aydin,954962fd373518f6f954,18a59c2f71f86c0a938e,1958-06-23,TR,Izmir,TR,TR,Trabzon,+905999359146,omer.aydin.834@mail.com,Student,Anadolu Enerji Holding,2018-04-26,2018-05-24,ACTIVE,BASIC,INDIVIDUAL,21096,75151,0,0,0
C000330,Omer Polat,45280414aeef141fb64d,141f6f49aacfc1a2f573,1973-04-25,TR,Kayseri,TR,TR,Istanbul,+905919431639,omer.polat.934@mail.com,Freelancer,Atlas Saglik Ltd,2024-01-13,2024-02-23,ACTIVE,ENHANCED,INDIVIDUAL,75988,42808,0,0,0
C000331,Kerem Arslan,6a486e74aab600e2a6ad,40b89e92b20bd5215901,1998-04-13,TR,Istanbul,TR,TR,Ankara,+905181679731,kerem.arslan.39@mail.com,Software Engineer,Liman Ticaret Ltd,2020-06-13,2020-07-18,ACTIVE,BASIC,INDIVIDUAL,114358,188711,0,0,0
C000332,Fatma Kaya,06691faacc1341495e41,a9a513976286f60b58a4,1978-10-02,TR,Trabzon,TR,TR,Bursa,+905521611953,fatma.kaya.916@mail.com,Freelancer,Anadolu Teknoloji Holding,2020-03-18,2020-05-13,ACTIVE,STANDARD,INDIVIDUAL,96171,339412,0,0,0
C000333,Omar Silva,61060be46266488e52e3,38ba1dfd4665ad653def,1990-10-11,RU,Moscow,RU,RU,Moscow,+338447543264,omar.silva.181@mail.com,Student,Global Enerji AS,2024-02-20,2024-03-02,ACTIVE,STANDARD,INDIVIDUAL,10142,42763,0,0,0
C000334,Zeynep Bulut,82284a6aeb36bd1a145f,874513de510ee820c91d,1967-01-09,TR,Ankara,TR,TR,Ankara,+905568009247,zeynep.bulut.364@mail.com,Small Business Owner,Delta Enerji Grup,2019-06-07,2019-07-04,ACTIVE,STANDARD,INDIVIDUAL,84476,281437,0,0,1
C000335,Omer Aslan,66b864190a5000e5a664,4502a81654c115fbf955,1969-10-04,TR,Konya,TR,TR,Trabzon,+905212725049,omer.aslan.800@mail.com,Nurse,Anadolu Lojistik Holding,2024-07-22,2024-09-01,ACTIVE,STANDARD,INDIVIDUAL,71127,465253,0,0,0
C000336,Fatma Yildiz,9becfd7e35adcb580274,27391ab742ecc44e3b42,2004-06-15,TR,Konya,TR,TR,Istanbul,+905102011299,fatma.yildiz.358@mail.com,Accountant,Zen Insaat Ltd,2023-05-20,2023-06-01,ACTIVE,STANDARD,INDIVIDUAL,47284,216447,0,0,0
C000337,Ahmet Acar,b6f0af67cc95d0318804,cee5df82ae3f69ad8b37,1962-12-22,TR,Adana,TR,TR,Izmir,+905854257790,ahmet.acar.603@mail.com,Freelancer,Atlas Lojistik Holding,2019-02-22,2019-02-23,ACTIVE,STANDARD,INDIVIDUAL,95554,497863,0,0,0
