account_id,customer_id,account_no,iban,account_type,account_currency,branch_code,branch_name,branch_city,swift_bic,account_open_date,account_status,opening_balance,current_balance,credit_limit,current_debt_amount
A000142,C000142,336-6602478-63,TR19556069216095686287173894,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TRHBTR2A,2025-01-11,ACTIVE,270415,1845997,423999,598571
A000143,C000143,945-5920460-45,TR67784783933532169654837794,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2019-10-06,ACTIVE,39747,3318117,149198,155539
A000144,C000144,476-3807965-51,TR26941834572297462064601125,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2021-04-16,ACTIVE,89067,2368739,40448,105346
A000145,C000145,373-9793013-96,TR41694869789399143684097311,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2022-01-14,ACTIVE,290720,14740799,820890,420817
A000146,C000146,935-4512154-79,TR59578874108262889018538443,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2021-06-22,ACTIVE,33503,2969145,108580,54712
A000147,C000147,189-1511025-13,TR59511886163779961196498544,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2019-11-27,ACTIVE,44479,2361831,150302,114119
A000148,C000148,407-6768097-81,TR11986666166706150801627790,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2018-10-10,ACTIVE,372612,15650951,224913,498178
A000149,C000149,106-3419011-72,TR15498627998596440641529233,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2023-10-12,ACTIVE,32042,1408651,19203,38023
A000150,C000150,491-1986962-60,TR52362741462498988317129722,Doviz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,AKBKTRIS,2018-12-04,ACTIVE,232978,5983373,389601,40159
A000151,C000151,177-6738367-26,TR75223778323071908246929449,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,FNNBTRIS,2023-05-20,ACTIVE,227168,1685268,219127,196792
A000152,C000152,907-9554051-19,TR21813170619375636291728343,Vadeli,EUR,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2024-10-28,ACTIVE,68050,30614599,81883,29745
A000153,C000153,959-6132700-64,TR83084326367232603806271826,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2025-01-18,ACTIVE,50055,1656240,287159,330171
A000154,C000154,786-9651612-80,TR33987918365674707417498541,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2018-04-19,ACTIVE,123416,4645032,128942,180459
A000155,C000155,778-4235511-85,TR88339118114640088027953308,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2024-04-07,ACTIVE,11478,1700976,37287,2201
A000156,C000156,460-2648906-58,TR26205000796894297588307985,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2018-01-30,ACTIVE,623856,7760371,458899,238409
A000157,C000157,175-7828554-72,TR22433327621335829229985671,Vadesiz,USD,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2020-01-02,ACTIVE,176665,21300155,103412,69704
A000158,C000158,674-7074277-93,TR56348865352323911024461567,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2022-03-03,ACTIVE,141452,4053256,500664,670753
A000159,C000159,508-6241750-12,TR27798236871354118782164760,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2018-03-07,ACTIVE,81395,3769723,517132,39751
A000160,C000160,401-2563135-42,TR43277603984866201331394243,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TRHBTR2A,2023-09-25,ACTIVE,53811,910614,54914,42413
A000161,C000161,494-8507473-44,TR93643235002031165078756962,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TRHBTR2A,2022-07-23,ACTIVE,43519,599566,128375,56172
A000162,C000162,920-4835064-33,TR25132876698165687025045024,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2024-05-10,ACTIVE,121049,7709700,620873,594583
A000163,C000163,743-8712066-95,TR86863023590805755385075849,Vadeli,USD,TR-002,Istanbul Kadikoy Subesi,Istanbul,YAPITRIS,2019-10-06,ACTIVE,32646,23921275,110161,68382
A000164,C000164,517-7726995-64,TR60639292884096543784055419,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2020-11-27,ACTIVE,112513,566418,360955,489418
A000165,C000165,532-1155581-60,TR40974183026172840791983920,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2022-02-28,ACTIVE,58590,3380392,112402,120611
A000166,C000166,134-5141821-29,TR47187857869469604793065617,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2025-01-12,ACTIVE,43887,3399247,107715,152386
A000167,C000167,166-3154453-86,TR42660151072711518147886785,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2020-04-28,ACTIVE,68858,4072519,186064,12574
A000168,C000168,403-8737556-67,TR69686382459598303751487393,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2022-03-12,ACTIVE,91004,6375097,527037,85309
A000169,C000169,697-8297352-50,TR10537878989551159511402856,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2018-09-15,ACTIVE,62546,1676952,324815,311293
A000170,C000170,172-4416537-80,TR18839044866431495870535031,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,FNNBTRIS,2022-09-06,ACTIVE,82167,7878350,252704,11341
A000171,C000171,993-3252760-27,TR95021933360303176635324681,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2019-10-15,ACTIVE,775061,13848052,484546,1488468
A000172,C000172,442-3410282-32,TR75074189104953626170059695,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,FNNBTRIS,2020-12-19,ACTIVE,149382,2631577,343282,137695
A000173,C000173,570-6698577-17,TR75068350222031725399129956,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2024-11-12,DORMANT,159984,7910648,169584,228351
A000174,C000174,165-2987554-10,TR40124985239850568072229042,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2024-01-01,ACTIVE,190055,3212096,200646,269002
A000175,C000175,236-4851124-62,TR87652333544278237561785364,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2020-01-22,ACTIVE,34899,1926314,60896,35424
A000176,C000176,509-8411715-64,TR33183747921450116448174138,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2018-08-02,ACTIVE,55823,1215588,29799,18735
A000177,C000177,671-5665112-44,TR30796020154258271055722972,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2021-12-14,ACTIVE,652700,28480524,406832,941239
A000178,C000178,748-2340958-42,TR26406033429529913339124794,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2020-09-17,ACTIVE,28126,4593508,378053,85428
A000179,C000179,557-5132723-37,TR74869182527864106364039187,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2018-12-17,ACTIVE,153498,4138434,108990,80056
A000180,C000180,174-3671709-27,TR47218447274692521800498778,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TRHBTR2A,2018-03-29,ACTIVE,399156,29231956,645318,1072197
A000181,C000181,608-4954715-84,TR38380653632546424538494149,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2024-01-11,ACTIVE,315824,2484399,216172,468538
A000182,C000182,421-5491792-27,TR66654719448745646895188944,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TVBATR2A,2018-12-17,ACTIVE,211558,15347866,284106,462748
A000183,C000183,713-9875524-40,TR56948359304597963859721247,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TRHBTR2A,2023-10-02,ACTIVE,212999,3454331,311218,421737
A000184,C000184,639-7192405-63,TR81830667642945602035146859,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,AKBKTRIS,2021-08-30,ACTIVE,79358,1020970,341580,12623
A000185,C000185,259-6006706-51,TR60817168857164278680630197,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2022-04-10,ACTIVE,61240,2713718,349228,24350
A000186,C000186,661-9547403-21,TR20287275080316282578297038,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TCZBTR2A,2023-04-11,ACTIVE,620414,10390943,1459181,664769
A000187,C000187,233-9191795-60,TR46981167234501822409780102,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2021-08-04,ACTIVE,100862,2563988,80202,247544
A000188,C000188,650-6263640-66,TR51569818525440063197629713,Vadeli,USD,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2023-04-14,ACTIVE,32848,15432991,92459,88983
A000189,C000189,477-7160869-81,TR48478434779396830139947708,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2019-04-11,ACTIVE,63978,6788801,253524,92297
A000190,C000190,334-4335760-23,TR63669554735041320450489777,Doviz,USD,TR-006,Antalya Merkez Subesi,Antalya,TRHBTR2A,2022-07-03,ACTIVE,59242,4727743,123828,41331
A000191,C000191,211-5995600-73,TR98625254075220423669884403,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TVBATR2A,2019-09-03,ACTIVE,42246,7178480,365893,230655
A000192,C000192,940-4081148-15,TR85775357935545442120914526,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2018-04-24,ACTIVE,319154,3882516,237670,550068
A000193,C000193,870-9087911-64,TR88536320358566919308003850,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,FNNBTRIS,2018-07-23,ACTIVE,127288,2550837,174137,91005
A000194,C000194,235-7553309-71,TR29226868170890792304838536,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2021-07-25,ACTIVE,83312,3593171,100644,114505
A000195,C000195,401-7629573-81,TR79720369604159258104050861,Doviz,EUR,TR-002,Istanbul Kadikoy Subesi,Istanbul,AKBKTRIS,2019-10-24,ACTIVE,144748,36345660,162685,257294
A000196,C000196,421-7871425-76,TR78638749663598706111308216,Doviz,USD,TR-006,Antalya Merkez Subesi,Antalya,TVBATR2A,2020-01-23,ACTIVE,83249,18926651,307171,42426
A000197,C000197,892-3238111-99,TR88794881804199353398696746,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TRHBTR2A,2019-01-15,ACTIVE,49720,4491727,181393,30931
A000198,C000198,476-2890354-53,TR10911752961269366421758388,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,ISBKTRIS,2021-04-28,ACTIVE,242665,9332670,673307,632888
A000199,C000199,597-3922129-32,TR99082448849654564328950928,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2023-05-17,ACTIVE,48286,651766,37386,35443
A000200,C000200,369-7252504-55,TR80741377200765517446938346,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2022-09-10,ACTIVE,129818,1659103,199922,36262
A000201,C000201,222-2308030-61,TR83733590213144652447358393,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TCZBTR2A,2019-01-07,ACTIVE,418749,2486847,854239,947192
A000202,C000202,798-7477815-30,TR58403234893863735807269753,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2019-08-23,ACTIVE,295467,9369172,314806,165721
A000203,C000203,911-1558507-23,TR69327264293160242421380243,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2024-08-17,ACTIVE,16441,1385611,44690,45515
A000204,C000204,873-9783949-97,TR36595436212581259912407806,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2023-07-29,ACTIVE,47778,10200095,371625,317266
A000205,C000205,943-6811468-19,TR53889788970198072233533624,Vadeli,USD,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2024-10-29,ACTIVE,233473,38678449,378796,41679
A000206,C000206,320-9467484-50,TR12240204993646537576165701,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2025-01-05,DORMANT,69723,1039686,121969,120685
A000207,C000207,961-2567877-63,TR95842943291388445702789279,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,FNNBTRIS,2022-05-26,ACTIVE,34191,5580450,174737,86565
A000208,C000208,277-2179127-37,TR34316813935734062627344865,Vadesiz,EUR,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2018-11-30,ACTIVE,690611,77259033,1028722,916429
A000209,C000209,854-9090795-60,TR68988491204809212541996633,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,AKBKTRIS,2020-12-21,ACTIVE,21571,1538705,42908,10524
A000210,C000210,653-8194387-42,TR66313576202070035551914521,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2022-04-21,ACTIVE,271799,19295964,654341,49827
A000211,C000211,895-5363956-58,TR12815829818079158774105259,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TVBATR2A,2024-05-05,ACTIVE,233824,2357815,197982,108949
A000212,C000212,193-1316940-52,TR86565719031330595256609312,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2023-09-29,ACTIVE,101462,17384288,492226,460756
A000213,C000213,870-1719109-98,TR82083305867510722831052673,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2020-02-09,ACTIVE,163770,661372,160467,297434
A000214,C000214,450-9264414-99,TR12402100784043988165263649,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TCZBTR2A,2022-11-03,DORMANT,104876,2417841,152581,284470
A000215,C000215,476-2589526-48,TR53971796379046730087371798,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2023-09-08,ACTIVE,97719,1988639,126479,162910
A000216,C000216,104-9645605-86,TR39694398924157289977015023,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2022-01-05,ACTIVE,37806,1226317,73961,40420
A000217,C000217,945-9151876-42,TR72969007766355581639216188,Doviz,USD,TR-005,Bursa Nilufer Subesi,Bursa,FNNBTRIS,2021-11-05,ACTIVE,233368,53841233,692824,260609
A000218,C000218,570-8890316-82,TR81213776505886259704837989,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TGBATRIS,2021-11-30,ACTIVE,160009,1552008,272051,165856
A000219,C000219,494-3709919-50,TR90394267821744449613049359,Vadesiz,EUR,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2024-02-18,ACTIVE,86366,48152229,445985,490032
A000220,C000220,105-6506890-97,TR90547017027591558359377289,Vadeli,EUR,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2020-10-09,ACTIVE,118544,21980753,350164,199716
A000221,C000221,884-5618837-62,TR20360908015955240439302455,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,ISBKTRIS,2019-05-04,ACTIVE,238921,904812,375183,313899
A000222,C000222,710-3478548-86,TR94274792169147973910979371,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,FNNBTRIS,2022-12-07,ACTIVE,323120,3206885,395498,330857
A000223,C000223,896-9819505-70,TR46217388660331193087762372,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TVBATR2A,2020-05-04,ACTIVE,202912,2780847,426324,270517
A000224,C000224,676-4946733-59,TR21200176300084768900472147,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2023-08-08,ACTIVE,425311,16641143,402110,733930
A000225,C000225,663-8045152-94,TR83684208212197708789410087,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TVBATR2A,2020-03-27,ACTIVE,20921,7693265,308161,119687
A000226,C000226,747-7922957-59,TR37518201594504015438650622,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,ISBKTRIS,2024-02-17,DORMANT,24904,3700998,86956,44617
A000227,C000227,731-6280546-24,TR84940361516336035853752724,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2022-09-25,ACTIVE,92135,4208887,125058,20988
A000228,C000228,514-5709590-11,TR17866405236385567904711020,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2024-12-06,DORMANT,225707,674998,324152,10101
A000229,C000229,866-8723980-48,TR79022582997563380924882027,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,FNNBTRIS,2024-11-12,ACTIVE,51660,1612651,712283,96346
A000230,C000230,603-8982073-32,TR75410357761793637538769926,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TGBATRIS,2019-02-11,ACTIVE,403159,5722394,523516,763442
A000231,C000231,872-7459243-90,TR11657371144930938473188123,Vadeli,USD,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2024-12-25,ACTIVE,314957,35261915,761695,461864
A000232,C000232,827-7913689-22,TR29254326668908518725280307,Vadesiz,EUR,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2018-03-25,ACTIVE,99983,34164669,450125,83371
A000233,C000233,781-1135782-87,TR59565513126962081505543128,Vadeli,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2023-11-24,ACTIVE,208051,4183245,653482,114404
A000234,C000234,773-4843154-30,TR61998670272578244264706241,Vadesiz,EUR,TR-006,Antalya Merkez Subesi,Antalya,FNNBTRIS,2021-09-21,ACTIVE,411303,81890041,844899,792939
A000235,C000235,868-5096262-97,TR34494914234228853753269279,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,FNNBTRIS,2021-11-24,ACTIVE,349515,4418002,708396,349630
A000236,C000236,447-5583552-16,TR51041662284855728232882134,Doviz,EUR,TR-005,Bursa Nilufer Subesi,Bursa,TCZBTR2A,2018-12-31,ACTIVE,64645,22536409,375781,85828
A000237,C000237,354-4398824-45,TR33305956139496826213501092,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2021-06-08,ACTIVE,79817,15534926,234097,269287
A000238,C000238,386-1666610-52,TR82174189819460364795603621,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TGBATRIS,2018-05-24,ACTIVE,51285,9834713,192253,339821
A000239,C000239,784-5433761-22,TR31450794185651613837832531,Vadeli,USD,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2025-01-14,ACTIVE,203126,55975329,441767,212797
A000240,C000240,610-9255911-62,TR80635022129777166414206535,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,ISBKTRIS,2019-05-04,ACTIVE,442682,8843285,326326,10630
A000241,C000241,746-3425028-88,TR82735136415160380793760770,Vadeli,USD,TR-004,Izmir Konak Subesi,Izmir,AKBKTRIS,2019-10-13,ACTIVE,39379,39779200,330699,200154
A000242,C000242,130-7553534-38,TR59082721431165328890095245,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2024-02-05,ACTIVE,62287,2179696,133262,204489
A000243,C000243,755-4297697-51,TR38669891877034511818706930,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,FNNBTRIS,2024-06-29,ACTIVE,294492,-517652,501694,708929
A000244,C000244,638-3272209-53,TR92589124646464656378376204,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TRHBTR2A,2024-04-06,DORMANT,346591,7332501,673143,312295
A000245,C000245,409-3087614-81,TR64952573262668970728119662,Doviz,EUR,TR-005,Bursa Nilufer Subesi,Bursa,AKBKTRIS,2023-05-20,ACTIVE,167415,33875891,239972,141146
A000246,C000246,582-7192115-78,TR61312324851531635104706822,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2021-11-11,ACTIVE,116439,305906,161853,147721
A000247,C000247,670-6057999-31,TR78463368816069967548219360,Doviz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2019-04-28,DORMANT,63492,-77855,78685,97280
A000248,C000248,644-9724542-99,TR58606782596702330026847610,Vadesiz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2022-12-02,ACTIVE,371535,3101517,537537,244722
A000249,C000249,502-1293844-67,TR16501926878434188559260118,Vadesiz,USD,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2022-03-02,ACTIVE,32056,5667091,160431,66334
A000250,C000250,224-2786244-91,TR58315009608038350249303659,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,ISBKTRIS,2018-05-31,ACTIVE,64963,4299074,354765,359877
A000251,C000251,548-8796984-65,TR28360190877955351692581108,Vadesiz,EUR,TR-002,Istanbul Kadikoy Subesi,Istanbul,AKBKTRIS,2022-07-23,ACTIVE,43729,22233467,223299,83150
A000252,C000252,508-5968353-50,TR96997311162344704086040718,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,YAPITRIS,2020-08-05,ACTIVE,39278,3151588,302732,139945
A000253,C000253,682-7400152-85,TR58454385819429949540807135,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2018-07-05,ACTIVE,240444,9368747,234284,274937
A000254,C000254,549-3850151-90,TR43964014519354881613786220,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,YAPITRIS,2018-05-04,ACTIVE,34270,655134,147078,71542
A000255,C000255,142-4427955-50,TR23731336639789229851273234,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2023-02-10,ACTIVE,86966,6223732,167095,189331
A000256,C000256,810-9567164-28,TR38666413754775974833457149,Vadesiz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,FNNBTRIS,2021-04-24,DORMANT,35750,2084937,50337,78764
A000257,C000257,888-2525723-14,TR52256828318595202340688715,Vadesiz,USD,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2018-05-27,ACTIVE,54629,22677126,161158,277893
A000258,C000258,358-5362726-46,TR27557845825178173581798502,Vadesiz,TRY,TR-001,Istanbul Levent Subesi,Istanbul,TGBATRIS,2020-08-01,DORMANT,595367,16460271,428888,368706
A000259,C000259,857-2185231-72,TR78751886334550020015574223,Doviz,TRY,TR-006,Antalya Merkez Subesi,Antalya,YAPITRIS,2019-03-01,ACTIVE,313300,5030199,724407,246385
A000260,C000260,635-2342435-58,TR41712816295023726496197367,Doviz,USD,TR-006,Antalya Merkez Subesi,Antalya,TCZBTR2A,2020-05-28,ACTIVE,154440,25405430,301632,310336
A000261,C000261,470-9381454-89,TR49567720566128594708639534,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2018-07-08,ACTIVE,193519,2715424,321222,50184
A000262,C000262,648-1349973-91,TR81971166351282037257251768,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TGBATRIS,2020-04-13,ACTIVE,112853,1285159,184844,113180
A000263,C000263,775-7015722-52,TR18114128556046559039923837,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TGBATRIS,2024-02-19,ACTIVE,77516,66390,184996,63370
A000264,C000264,313-2363598-59,TR60010554592512853835961809,Vadesiz,TRY,TR-006,Antalya Merkez Subesi,Antalya,ISBKTRIS,2024-03-09,ACTIVE,215605,2909946,650162,128752
A000265,C000265,384-4097217-18,TR85670951789634974013701109,Vadesiz,TRY,TR-005,Bursa Nilufer Subesi,Bursa,YAPITRIS,2019-11-17,ACTIVE,118517,3840829,228170,20771
A000266,C000266,293-5478488-40,TR78945370406917405294010196,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,ISBKTRIS,2019-05-08,ACTIVE,159998,3103410,213368,170114
A000267,C000267,979-7958828-45,TR85936953878869198315133333,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2018-02-27,ACTIVE,73001,755584,157039,202505
A000268,C000268,983-8031811-32,TR19585457747958114786076020,Vadeli,TRY,TR-005,Bursa Nilufer Subesi,Bursa,TVBATR2A,2019-08-06,ACTIVE,76680,6381416,386489,221539
A000269,C000269,605-4417632-49,TR39835599670342157336193362,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,ISBKTRIS,2024-02-29,ACTIVE,340434,8249693,404492,2968
A000270,C000270,628-9337432-31,TR88138188706219671579599282,Doviz,USD,TR-006,Antalya Merkez Subesi,Antalya,TRHBTR2A,2020-05-31,ACTIVE,83527,19942020,109312,28096
A000271,C000271,730-6928911-32,TR84574960553524435824819406,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2021-05-30,ACTIVE,200752,8932751,358170,498193
A000272,C000272,943-1982535-55,TR45343171272287929118456820,Vadeli,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2020-07-31,DORMANT,134858,3743400,448347,45646
A000273,C000273,983-9008974-61,TR34997496958027669216271541,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,TCZBTR2A,2018-08-08,ACTIVE,382546,16695044,666966,127462
A000274,C000274,906-9880393-42,TR56969159368310564230952803,Doviz,TRY,TR-003,Ankara Cankaya Subesi,Ankara,ISBKTRIS,2021-01-27,ACTIVE,53058,745730,64116,410
A000275,C000275,949-9503157-49,TR37485767829024067816366290,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TGBATRIS,2020-08-14,ACTIVE,23834,6530766,256423,166581
A000276,C000276,922-8091345-25,TR38455387447143112756416880,Vadeli,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TVBATR2A,2018-12-08,ACTIVE,142110,5302058,199673,27033
A000277,C000277,603-8271902-88,TR46987010930805074640069236,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,TCZBTR2A,2022-07-18,ACTIVE,10646,3322435,77511,52934
A000278,C000278,372-5666048-45,TR71514794855092065637934656,Vadeli,TRY,TR-001,Istanbul Levent Subesi,Istanbul,AKBKTRIS,2021-06-08,ACTIVE,168797,1456398,79994,10645
A000279,C000279,755-5536152-18,TR66409344476591718914039294,Doviz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TCZBTR2A,2018-06-09,ACTIVE,92353,8103612,144069,15626
A000280,C000280,844-9194324-59,TR78171591481578932403953794,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,AKBKTRIS,2024-05-08,ACTIVE,208534,5176161,358912,277161
A000281,C000281,802-7415336-45,TR26753436233294147006692620,Vadesiz,TRY,TR-002,Istanbul Kadikoy Subesi,Istanbul,TRHBTR2A,2024-03-17,ACTIVE,190150,1036443,357020,94556
A000282,C000282,691-2759088-44,TR67207372622587901303242571,Doviz,TRY,TR-004,Izmir Konak Subesi,Izmir,FNNBTRIS,2022-07-30,ACTIVE,491239,6351021,415424,724414
A000283,C000283,550-3851732-41,TR52438503719772568541056490,Vadeli,TRY,TR-003,Ankara Cankaya Subesi,Ankara,AKBKTRIS,2025-01-02,ACTIVE,47588,8044433,171854,221606
